"ID_MOVIE";"ID_WIKIDATA";"ID_IMDB";"ID_WIKIDATA_MOVIE";"ID_TMDB_WIKIDATA";"TITLE";"ADULT";"ID_MOVIE_ERASE_WIKIDATA_ID"
"10570";"Q1429114";"tt0091060";"10570";;"Flodder";"0";NULL
"19630";"Q16305440";"tt0872029";"19630";;"Into the Faraway Sky";"0";NULL
"20406";"Q11490700";"tt0796355";"20406";;"Rockaway";"0";NULL
"23819";"Q135717740";"tt0079406";"23819";;"King Frat";"0";NULL
"27219";"Q11524012";"tt2677170";"27219";;"Tokyo Zance";"0";NULL
"27539";"Q18732422";"tt0354440";"27539";;"The Star";"0";NULL
"28444";"Q136261460";"tt0081193";"28444";;"Beyond Terror";"0";NULL
"32817";"Q138416906";"tt0255091";"32817";;"Dangerous Things 2";"1";NULL
"36184";"Q120653555";"tt0315870";"36184";;"GTO: Great Teacher Onizuka";"0";NULL
"37841";"Q18234011";"tt1313158";"37841";;"Mr. Tadano's Secret Mission: From Japan With Love";"0";NULL
"37849";"Q11074912";"tt1518828";"37849";;"The Robbers";"0";NULL
"37995";"Q11420368";"tt0965405";"37995";;"The Insects Unlisted in the Encyclopedia";"0";NULL
"39547";"Q110612758";"tt0096467";"39547";;"Centipede Horror";"0";NULL
"39697";"Q93735624";"tt1649348";"39697";;"Who's That Knocking At My Door?";"0";NULL
"39893";"Q1891905";"tt0059496";"39893";;"The Nanny";"0";NULL
"41178";"Q21710041";"tt1594943";"41178";;"Nowhere to Turn";"0";NULL
"41444";"Q130753384";"tt1397147";"41444";;"Baton";"0";NULL
"42304";"Q12608019";"tt1535465";"42304";;"Oishii Man";"0";NULL
"42829";"Q15905336";"tt1179301";"42829";;"Tokyo Boy";"0";NULL
"45395";"Q109454577";"tt0164419";"45395";;"The Blacksheep Affair";"0";NULL
"45401";"Q123330480";"tt0103951";"45401";;"Madam City Hunter";"0";NULL
"45500";"Q136691803";"tt0441565";"45500";;"Hidden Heroes";"0";NULL
"45856";"Q123354143";"tt0487942";"45856";;"Gimme Kudos";"0";NULL
"46750";"Q135223122";"tt0175190";"46750";;"Sonata for Hitler";"0";NULL
"46904";"Q16167780";"tt0891540";"46904";;"Moodori";"0";NULL
"48355";"Q19483660";"tt3971968";"48355";;"On the Pitch";"0";NULL
"48489";"Q2353378";"tt0783798";"48489";;"The Sin";"0";NULL
"50143";"Q19349399";"tt1606283";"50143";;"Mandate: Mission from the Gods";"0";NULL
"52402";"Q11636031";"tt0960087";"52402";;"The Legend of Red Dragon";"0";NULL
"52422";"Q65240727";"tt1368466";"52422";;"Geo Lobotomy";"0";NULL
"52436";"Q17401283";"tt1331000";"52436";;"My New Partner";"0";NULL
"52582";"Q17486977";"tt0984211";"52582";;"My Friend & His Wife";"0";NULL
"53351";"Q93739048";"tt0165247";"53351";;"Secret Ninja, Roaring Tiger";"0";NULL
"53959";"Q11332276";"tt0395706";"53959";;"Phantom Force";"0";NULL
"54262";"Q21825318";"tt0994893";"54262";;"Pruning the Grapevine";"0";NULL
"57205";"Q6391590";"tt1504416";"57205";;"Killer Bride's Perfect Crime";"0";NULL
"57482";"Q16174815";"tt0475517";"57482";;"Murder, Take One";"0";NULL
"57747";"Q120334954";"tt0070564";"57747";;"The Prodigal Boxer";"0";NULL
"58131";"Q93738182";"tt1855370";"58131";;"Temptation of Eve: Angel";"0";NULL
"58132";"Q93738187";"tt2524302";"58132";;"Temptation of Eve: Kiss";"0";NULL
"58136";"Q93738176";"tt2524862";"58136";;"Temptation of Eve: Her Own Technique";"0";NULL
"58645";"Q11313226";"tt1158788";"58645";;"Smile";"0";NULL
"60132";"Q114232237";"tt1525803";"60132";;"The Rebirth of Buddha";"0";NULL
"62438";"Q12685306";"tt1932624";"62438";;"Cun!";"0";NULL
"62958";"Q11343748";"tt0215993";"62958";;"Messengers";"0";NULL
"62960";"Q104844614";"tt0117821";"62960";;"Tai Chi II";"0";NULL
"64256";"Q11661043";"tt1313093";"64256";;"The Blue Bird";"0";NULL
"64530";"Q123330604";"tt0352014";"64530";;"Chinese Erotic Ghost Story";"0";NULL
"64665";"Q120072986";"tt0287736";"64665";;"Sins of Sister Lucia";"0";NULL
"64885";"Q136691831";"tt0068004";"64885";;"The Shadow Whip";"0";NULL
"65879";"Q11329842";"tt1759727";"65879";;"Partners";"0";NULL
"66746";"Q11315891";"tt0133226";"66746";;"Moon Over Tao: Makaraga";"0";NULL
"66980";"Q136691833";"tt0194558";"66980";;"The Young Avenger";"0";NULL
"67120";"Q123354436";"tt0110456";"67120";;"Sex and the Emperor";"0";NULL
"67348";"Q123354155";"tt0089135";"67348";;"The Phantom Killer";"0";NULL
"67907";"Q120732107";"tt0101494";"67907";;"Seven Days War";"0";NULL
"68400";"Q11262939";"tt0298100";"68400";;"The Exam";"0";NULL
"69496";"Q85977763";"tt0330807";"69496";;"Raybang";"0";NULL
"69600";"Q19000335";"tt0312308";"69600";;"My Beautiful Days";"0";NULL
"71987";"Q123330467";"tt0202134";"71987";;"Twin Blades of Doom";"0";NULL
"72625";"Q106640408";"tt6629904";"72625";;"A Border on Lock";"0";NULL
"73409";"Q48754850";"tt0321368";"73409";;"Three Seconds to Zero Hour";"0";NULL
"73685";"Q135717435";"tt0281811";"73685";;"Disaster";"0";NULL
"73718";"Q11504462";"tt1010333";"73718";;"Departing Osaka Station at 0:00";"0";NULL
"73731";"Q11248748";"tt1308184";"73731";;"The Code";"0";NULL
"73783";"Q93738134";"tt13545090";"73783";;"If You Were Me: Anima Vision";"0";NULL
"74036";"Q4858056";"tt1307439";"74036";;"Bridal of Rose ~The Promise Exchanged at Midnight~";"0";NULL
"74141";"Q96099766";"tt1997594";"74141";;"VIPs: Histórias Reais de um Mentiroso";"0";NULL
"74482";"Q97178776";"tt0493175";"74482";;"Vinicius de Moraes";"0";NULL
"75557";"Q138245298";"tt0312818";"75557";;"Intimate Theater";"1";NULL
"75699";"Q136691830";"tt0064258";"75699";;"Dragon Swamp";"0";NULL
"75838";"Q123354396";"tt0087802";"75838";;"The Nine Demons";"0";NULL
"75841";"Q123354158";"tt0080028";"75841";;"To Kill A Mastermind";"0";NULL
"75932";"Q27952731";"tt1733269";"75932";;"Passerby #3";"0";NULL
"76309";"Q20464067";"tt2074338";"76309";;"Bini-Biniku Gangster";"0";NULL
"77578";"Q4363415";"tt10925086";"77578";;"Pirozhki s Kartoshkoy";"0";NULL
"79637";"Q93738274";"tt1179079";"79637";;"Himalaya, Where the Wind Dwells";"0";NULL
"80245";"Q7228743";"tt9391788";"0";;"Poo Parikka Varugirom";"0";NULL
"80353";"Q11125237";"tt1896767";"80353";;"Sky Fighters";"0";NULL
"80485";"Q123330560";"tt0102434";"80485";;"My Flying Wife";"0";NULL
"80531";"Q12682336";"tt2127251";"80531";;"Aku Bukan Tomboy";"0";NULL
"80608";"Q65247886";"tt0325772";"80608";;"Naked Paradise";"0";NULL
"82586";"Q93737947";"tt0469168";"82586";;"Red Hawk: Weapon of Death";"0";NULL
"82930";"Q12685552";"tt2127267";"82930";;"Datin Ghairah";"0";NULL
"83352";"Q24000571";"tt2502568";"83352";;"Cheaters";"0";NULL
"84645";"Q11318891";"tt1085525";"84645";;"The Rug Cop";"0";NULL
"85276";"Q116864587";"tt1673651";"85276";;"Patriot";"0";NULL
"85360";"Q113653485";"tt0195273";"85360";;"Accidental Passengers";"0";NULL
"85407";"Q16689737";"tt0498502";"85407";;"The All-Out Nine: Field of Nightmares";"0";NULL
"85986";"Q109141632";"tt1169263";"85986";;"Akagi the Gambler";"0";NULL
"86124";"Q7489181";"tt0075346";"86124";;"Shaolin Traitorous";"0";NULL
"86328";"Q138315121";"tt2018130";"86328";;"Terrifier";"0";NULL
"87332";"Q17401383";"tt2224571";"87332";;"My Secret Partner";"0";NULL
"89942";"Q19727377";"tt0097497";"89942";;"Escape from Hellhole";"0";NULL
"89947";"Q25470772";"tt0280802";"89947";;"Jungle Virgin Force";"0";NULL
"90565";"Q136691836";"tt0872209";"90565";;"Six Assassins";"0";NULL
"92961";"Q135717461";"tt0193065";"92961";;"City of Fear";"0";NULL
"92983";"Q4157228";"tt0056982";"92983";"Q4157228)";"Strictly Business";"0";NULL
"95195";"Q11446398";"tt1616537";"95195";;"High School Girl Zombie";"0";NULL
"97803";"Q11546995";"tt0467684";"97803";;"Dead Waves";"0";NULL
"98164";"Q65234471";"tt0091292";"98164";;"Magic Story";"0";NULL
"99580";"Q119189486";"tt0450512";"99580";;"Top Fighter 2";"0";NULL
"100464";"Q11571301";"tt0227170";"100464";;"Rape!";"0";NULL
"103021";"Q11257515";"tt1705047";"103021";;"A Man with Style";"0";NULL
"103189";"Q50969497";"tt0102921";"103189";;"Legend of the Brothers";"0";NULL
